"X","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year","Neighborhood"
230805,1295043,2017373401,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/07/2017 02:41:00 PM","10/07/2017 02:40:00 PM","","45XX BLOCK OF 42 AV SW","W","W2","10500.4003",-122.3854599,47.561988831,"(47.561988831, -122.3854599)",10,2017,"Junction"
230806,1295044,2017371014,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/05/2017 09:21:00 PM","10/05/2017 04:50:00 PM","10/05/2017 09:20:00 PM","20XX BLOCK OF 2 AV","M","M1","8002.1001",-122.342399597,47.612117767,"(47.612117767, -122.342399597)",10,2017,"Downtown"
230807,1295045,2017371283,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 06:07:00 AM","10/06/2017 05:12:00 AM","","5XX BLOCK OF N 70 ST","J","J3","2800.3011",-122.351249695,47.679626465,"(47.679626465, -122.351249695)",10,2017,"Phinney Ridge"
230808,1295046,2017371376,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 07:20:00 AM","10/05/2017 07:00:00 PM","10/06/2017 06:45:00 AM","39XX BLOCK OF SW ROSE ST","W","W3","11600.2020",-122.383354187,47.529182434,"(47.529182434, -122.383354187)",10,2017,"Gatewood"
230809,1295047,2017371489,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 10:28:00 AM","10/06/2017 07:05:00 AM","10/06/2017 09:00:00 AM","6 AV / OLIVE WY","M","M2","8200.1002",-122.336288452,47.613128662,"(47.613128662, -122.336288452)",10,2017,"Downtown"
230810,1295048,2017371727,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 06:14:00 PM","10/05/2017 09:00:00 PM","10/06/2017 04:00:00 AM","105XX BLOCK OF DAYTON AV N","N","N1","1400.2017",-122.352775574,47.705982208,"(47.705982208, -122.352775574)",10,2017,"Bitter Lake"
230811,1295049,2017371804,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 01:44:00 PM","10/06/2017 12:01:00 AM","10/06/2017 12:00:00 PM","DEXTER AV N / MCGRAW ST","D","D2","6000.1015",-122.344154358,47.639575958,"(47.639575958, -122.344154358)",10,2017,"Westlake"
230812,1295050,2017371805,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 01:14:00 PM","10/02/2017 12:30:00 PM","10/02/2017 01:30:00 PM","29XX BLOCK OF E MADISON ST","C","C3","7700.1001",-122.295295715,47.624080658,"(47.624080658, -122.295295715)",10,2017,"Madison Valley"
230813,1295051,2017371958,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 05:24:00 PM","10/06/2017 01:53:00 PM","","18XX BLOCK OF MINOR AV","D","D3","7300.2015",-122.331207275,47.617225647,"(47.617225647, -122.331207275)",10,2017,"Denny Triangle"
230814,1295052,2017371976,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 03:03:00 PM","10/05/2017 04:30:00 PM","10/05/2017 10:30:00 PM","2 AV / PIKE ST","M","M3","8100.3003",-122.338905334,47.609283447,"(47.609283447, -122.338905334)",10,2017,"Downtown"
230815,1295053,2017372292,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 06:15:00 PM","10/06/2017 05:00:00 PM","10/06/2017 05:30:00 PM","7XX BLOCK OF BROADWAY","E","E3","8400.2012",-122.320755005,47.608657837,"(47.608657837, -122.320755005)",10,2017,"First Hill"
230816,1295075,2017373374,"5299",0,"WEAPON-UNLAWFUL USE","5200","WEAPON","10/07/2017 05:18:00 PM","10/07/2017 02:17:00 PM","","3XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4011",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",10,2017,"Northgate"
230817,1295076,2017370943,"X",18,"DISPUTE-OTH","X","DISPUTE","10/05/2017 08:01:00 PM","10/05/2017 08:01:00 PM","","3XX BLOCK OF NW 127 ST","N","N1","500.2009",-122.361984253,47.72145462,"(47.72145462, -122.361984253)",10,2017,"Broadview"
230818,1295077,2017373230,"2699",1,"FRAUD-OTHER","2600","FRAUD","10/07/2017 12:07:00 PM","07/05/2017 12:00:00 AM","08/27/2017 12:00:00 AM","5XX BLOCK OF PINE ST","M","M2","8200.1003",-122.335929871,47.611904144,"(47.611904144, -122.335929871)",10,2017,"Downtown"
230819,1295078,2017371070,"2599",0,"COUNTERFEIT","2500","COUNTERFEIT","10/05/2017 11:52:00 PM","10/05/2017 10:32:00 PM","","XX BLOCK OF MERCER ST","Q","Q3","7100.2006",-122.356056213,47.624580383,"(47.624580383, -122.356056213)",10,2017,"Uptown"
230820,1295079,2017371143,"X",6,"ANIMAL-OTH","X","ANIMAL COMPLAINT","10/06/2017 02:25:00 AM","10/06/2017 02:25:00 AM","","16XX BLOCK OF S COLUMBIAN WY","R","R1","10001.2000",-122.310791016,47.561824799,"(47.561824799, -122.310791016)",10,2017,"North Beacon Hill"
230821,1295080,2017371197,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/06/2017 01:17:00 AM","10/06/2017 01:17:00 AM","","3 AV NW / NW 85 ST","J","J2","1701.1017",-122.360649109,47.690624237,"(47.690624237, -122.360649109)",10,2017,"Greenwood"
230822,1295081,2017373433,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/07/2017 04:36:00 PM","10/07/2017 03:11:00 PM","","4XX BLOCK OF 10 AV","G","G1","8600.2016",-122.319412231,47.605705261,"(47.605705261, -122.319412231)",10,2017,"First Hill"
230823,1295082,2017373556,"1316",3,"THREATS-KILL","1300","THREATS","10/07/2017 05:18:00 PM","10/07/2017 05:18:00 PM","","76XX BLOCK OF RAINIER AV S","S","S2","11102.3002",-122.269989014,47.533802032,"(47.533802032, -122.269989014)",10,2017,"Brighton"
230824,1295083,2017371290,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","10/06/2017 05:22:00 AM","10/05/2017 08:00:00 PM","10/06/2017 05:22:00 AM","4XX BLOCK OF 5 AV","K","K3","8100.2046",-122.328208923,47.602626801,"(47.602626801, -122.328208923)",10,2017,"Downtown"
230825,1295084,2017372151,"1316",4,"THREATS-OTHER","1300","THREATS","10/06/2017 04:39:00 PM","10/06/2017 04:39:00 PM","","127XX BLOCK OF LAKE CITY WY NE","L","L3","100.5005",-122.293640137,47.721984863,"(47.721984863, -122.293640137)",10,2017,"Olympic Hills"
230826,1295085,2017371413,"5499",0,"TRAFFIC","5400","TRAFFIC","10/06/2017 08:13:00 AM","10/06/2017 08:05:00 AM","","S HORTON ST / 34 AV S","R","R2","9500.3057",-122.289894104,47.573776245,"(47.573776245, -122.289894104)",10,2017,"Genesee"
230827,1295086,2017373366,"5707",0,"TRESPASS","5700","TRESPASS","10/07/2017 02:07:00 PM","10/07/2017 10:30:00 AM","","16XX BLOCK OF 5 AV","M","M2","8100.2000",-122.336936951,47.612167358,"(47.612167358, -122.336936951)",10,2017,"Downtown"
230828,1295087,2017372840,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/07/2017 02:30:00 AM","10/07/2017 02:30:00 AM","","82XX BLOCK OF GREEN LAKE DR N","J","J3","2700.4005",-122.343833923,47.688751221,"(47.688751221, -122.343833923)",10,2017,"Green Lake"
230829,1295088,2017371477,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","10/06/2017 09:18:00 AM","10/05/2017 09:30:00 AM","10/05/2017 11:30:00 AM","9XX BLOCK OF NW 45 ST","B","B2","4700.2075",-122.369689941,47.661468506,"(47.661468506, -122.369689941)",10,2017,"West Woodland"
230830,1295089,2017371409,"2799",0,"EMBEZZLE","2700","EMBEZZLE","10/06/2017 08:35:00 AM","09/15/2017 09:00:00 AM","09/28/2017 11:00:00 AM","11XX BLOCK OF MADISON ST","E","E3","8300.1006",-122.324584961,47.60956955,"(47.60956955, -122.324584961)",10,2017,"First Hill"
230831,1295090,2017373531,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/07/2017 04:54:00 PM","10/04/2017 12:00:00 AM","10/07/2017 12:00:00 AM","83XX BLOCK OF RAINIER AV S","S","S2","11800.6013",-122.269989014,47.529331207,"(47.529331207, -122.269989014)",10,2017,"Dunlap"
230832,1295091,2017373571,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/07/2017 05:19:00 PM","10/05/2017 12:00:00 PM","10/07/2017 05:00:00 PM","MARTIN LUTHER KING JR WY S / S HUDSON ST","R","R3","10300.4008",-122.290901184,47.557056427,"(47.557056427, -122.290901184)",10,2017,"Columbia City"
230833,1295092,2017370583,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/05/2017 03:23:00 PM","10/05/2017 03:23:00 PM","","73XX BLOCK OF W GREEN LAKE DR N","J","J3","4600.1000",-122.340614319,47.68271637,"(47.68271637, -122.340614319)",10,2017,"Green Lake"
230834,1295093,2017370806,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","10/05/2017 06:11:00 PM","09/20/2017 03:00:00 PM","09/22/2017 03:00:00 PM","120XX BLOCK OF 40 AV NE","L","L3","800.1009",-122.28528595,47.716453552,"(47.716453552, -122.28528595)",10,2017,"Cedar Park"
230835,1295094,2017373596,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/07/2017 05:57:00 PM","10/06/2017 11:00:00 PM","10/07/2017 02:30:00 PM","N 35 ST / EVANSTON AV N","B","B2","4900.2021",-122.351295471,47.650737762,"(47.650737762, -122.351295471)",10,2017,"Fremont"
230836,1295095,2017370856,"2316",0,"THEFT-MAIL","2300","MAIL THEFT","10/05/2017 08:57:00 PM","09/29/2017 11:00:00 AM","10/05/2017 07:00:00 PM","10XX BLOCK OF NE 94 ST","L","L2","2000.2013",-122.316215515,47.696735382,"(47.696735382, -122.316215515)",10,2017,"Maple Leaf"
230837,1295096,2017370875,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/05/2017 07:09:00 PM","10/04/2017 10:30:00 PM","10/05/2017 09:00:00 AM","20XX BLOCK OF NW 56 ST","B","B1","4700.4007",-122.383476257,47.669452667,"(47.669452667, -122.383476257)",10,2017,"Ballard"
230838,1295134,2017370644,"5707",0,"TRESPASS","5700","TRESPASS","10/05/2017 05:19:00 PM","10/05/2017 04:04:00 PM","","53XX BLOCK OF ROOSEVELT WY NE","U","U1","4400.4004",-122.317375183,47.667842865,"(47.667842865, -122.317375183)",10,2017,"University District"
230839,1295135,2017370763,"5707",0,"TRESPASS","5700","TRESPASS","10/05/2017 08:04:00 PM","10/05/2017 05:00:00 PM","","10XX BLOCK OF VALLEY ST","D","D3","6600.1031",-122.336471558,47.625785828,"(47.625785828, -122.336471558)",10,2017,"South Lake Union"
230840,1295136,2017371136,"X",72,"NARC-FOUND-METH","X","NARCOTICS","10/05/2017 11:50:00 PM","10/05/2017 11:50:00 PM","","15XX BLOCK OF 9 AV","M","M2","8300.2011",-122.331268311,47.612678528,"(47.612678528, -122.331268311)",10,2017,"Downtown"
230841,1295137,2017371450,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/06/2017 08:52:00 AM","10/06/2017 08:52:00 AM","","47XX BLOCK OF BALLARD AV NW","B","B1","4700.4015",-122.379638672,47.663391113,"(47.663391113, -122.379638672)",10,2017,"Ballard"
230842,1295138,2017371632,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/06/2017 11:05:00 AM","10/01/2017 12:00:00 AM","10/06/2017 11:05:00 AM","43XX BLOCK OF 12 AV NE","U","U2","5301.3003",-122.315460205,47.660552979,"(47.660552979, -122.315460205)",10,2017,"University District"
230843,1295139,2017371960,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/06/2017 02:52:00 PM","10/06/2017 02:52:00 PM","","2XX BLOCK OF PIKE ST","M","M3","8100.2007",-122.338348389,47.609516144,"(47.609516144, -122.338348389)",10,2017,"Downtown"
230844,1295140,2017372033,"1203",3,"ROBBERY-BUSINESS-BODYFORCE","1200","ROBBERY","10/06/2017 04:01:00 PM","10/06/2017 04:00:00 PM","","104XX BLOCK OF AURORA AV N","N","N3","1300.2007",-122.344688416,47.704689026,"(47.704689026, -122.344688416)",10,2017,"Greenwood"
230846,1296160,2017374239,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/08/2017 07:16:00 AM","10/07/2017 06:00:00 PM","10/08/2017 07:15:00 AM","46XX BLOCK OF S HOLDEN ST","S","S2","11101.3002",-122.273979187,47.533660889,"(47.533660889, -122.273979187)",10,2017,"Brighton"
230847,1296161,2017374608,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/08/2017 02:40:00 PM","10/08/2017 02:40:00 PM","","6XX BLOCK OF 5 AV S","K","K3","9100.2009",-122.327682495,47.596656799,"(47.596656799, -122.327682495)",10,2017,"International District"
230848,1296162,2017376192,"5404",0,"DUI-LIQUOR","5400","DUI","10/09/2017 09:17:00 PM","10/09/2017 09:17:00 PM","","10 AV S / S KING ST","G","G1","9100.1012",-122.319648743,47.59834671,"(47.59834671, -122.319648743)",10,2017,"Little Saigon"
230849,1296163,2017376372,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/10/2017 01:45:00 AM","10/10/2017 01:45:00 AM","","6XX BLOCK OF SENECA ST","M","M3","8200.1024",-122.331314087,47.608730316,"(47.608730316, -122.331314087)",10,2017,"Downtown"
230850,1296164,2017376275,"3512",0,"NARC-POSSESS-HEROIN","3500","NARCOTICS","10/09/2017 10:51:00 PM","10/09/2017 10:51:00 PM","","5XX BLOCK OF 3 AV","K","K2","8100.2042",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",10,2017,"Downtown"
230851,1296165,2017376156,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/09/2017 10:37:00 PM","10/09/2017 08:36:00 PM","","8XX BLOCK OF N 127 ST","N","N2","402.2003",-122.346542358,47.721393585,"(47.721393585, -122.346542358)",10,2017,"Bitter Lake"
230852,1296166,2017375905,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","10/09/2017 06:09:00 PM","10/09/2017 04:21:00 PM","","15XX BLOCK OF ALASKAN WY","M","M1","8100.1013",-122.343269348,47.608207703,"(47.608207703, -122.343269348)",10,2017,"Waterfront"
230853,1295147,2017374239,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/08/2017 07:16:00 AM","10/07/2017 06:00:00 PM","10/08/2017 07:15:00 AM","46XX BLOCK OF S HOLDEN ST","S","S2","11101.3002",-122.273979187,47.533660889,"(47.533660889, -122.273979187)",10,2017,"Brighton"
230854,1295148,2017374090,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/08/2017 01:51:00 AM","10/08/2017 01:51:00 AM","","MARION ST / 9 AV","E","E3","8500.1003",-122.326705933,47.607692719,"(47.607692719, -122.326705933)",10,2017,"First Hill"
230855,1295149,2017373910,"1204",0,"ROBBERY-STREET-GUN","1200","ROBBERY","10/07/2017 10:55:00 PM","10/07/2017 10:55:00 PM","","80XX BLOCK OF FAUNTLEROY WY SW","W","W3","11600.6024",-122.392707825,47.530658722,"(47.530658722, -122.392707825)",10,2017,"Fauntleroy"
230856,1295187,2017372645,"1201",2,"ROBBERY-BUSINESS-GUN","1200","ROBBERY","10/07/2017 12:55:00 AM","10/06/2017 10:55:00 PM","","16XX BLOCK OF S JACKSON ST","G","G3","9000.2019",-122.310928345,47.599227905,"(47.599227905, -122.310928345)",10,2017,"Minor"
230857,1295188,2017909089,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/06/2017 09:03:00 AM","10/05/2017 03:55:00 PM","10/05/2017 08:55:00 PM","60XX BLOCK OF 35 PL NW","B","B1","3200.6044",-122.402580261,47.672809601,"(47.672809601, -122.402580261)",10,2017,"Sunset Hill"
230858,1295189,2017909091,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 07:07:00 AM","10/06/2017 06:00:00 AM","10/06/2017 06:55:00 AM","50XX BLOCK OF 16 AV NE","U","U1","4400.3006",-122.310791016,47.665653229,"(47.665653229, -122.310791016)",10,2017,"University District"
230859,1295190,2017372617,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","10/06/2017 10:32:00 PM","10/06/2017 10:32:00 PM","","70XX BLOCK OF 33 AV NE","U","U3","3800.1007",-122.292549133,47.680324554,"(47.680324554, -122.292549133)",10,2017,"Ravenna"
230860,1295191,2017372214,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/06/2017 06:09:00 PM","10/06/2017 05:20:00 PM","","130XX BLOCK OF AURORA AV N","N","N2","600.1016",-122.344993591,47.725036621,"(47.725036621, -122.344993591)",10,2017,"Haller Lake"
230861,1295192,2017370499,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","10/05/2017 02:30:00 PM","10/04/2017 05:00:00 PM","10/05/2017 10:00:00 AM","5XX BLOCK OF N 84 ST","J","J3","2800.4005",-122.351257324,47.689834595,"(47.689834595, -122.351257324)",10,2017,"Greenwood"
230862,1295193,2017371197,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/06/2017 01:17:00 AM","10/06/2017 01:17:00 AM","","3 AV NW / NW 85 ST","J","J2","1701.1017",-122.360649109,47.690624237,"(47.690624237, -122.360649109)",10,2017,"Greenwood"
230863,1295194,2017372989,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/07/2017 07:12:00 AM","10/07/2017 07:12:00 AM","","79XX BLOCK OF E GREEN LAKE DR N","J","J3","2700.3012",-122.337280273,47.685668945,"(47.685668945, -122.337280273)",10,2017,"Green Lake"
230864,1295195,2017909101,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 03:22:00 PM","10/05/2017 11:10:00 PM","10/06/2017 10:10:00 AM","133XX BLOCK OF STONE AV N","N","N2","600.1004",-122.342300415,47.725509644,"(47.725509644, -122.342300415)",10,2017,"Haller Lake"
230866,1295197,2017370935,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/05/2017 07:58:00 PM","10/05/2017 07:58:00 PM","","107XX BLOCK OF BURKE AV N","N","N3","600.4015",-122.335731506,47.707607269,"(47.707607269, -122.335731506)",10,2017,"Haller Lake"
230867,1295198,2017371060,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/05/2017 10:12:00 PM","10/05/2017 10:12:00 PM","","LAKE CITY WY NE / NE 110 ST","L","L3","1000.1008",-122.301353455,47.708423615,"(47.708423615, -122.301353455)",10,2017,"Meadowbrook"
230868,1295199,2017371541,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/06/2017 10:03:00 AM","10/06/2017 09:00:00 AM","","4XX BLOCK OF N 36 ST","B","B2","4900.3009",-122.353942871,47.652126312,"(47.652126312, -122.353942871)",10,2017,"Fremont"
230869,1295200,2017909097,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 01:57:00 PM","10/05/2017 02:00:00 PM","10/06/2017 09:30:00 AM","125XX BLOCK OF 12 AV NE","L","L1","200.5007",-122.31539917,47.720336914,"(47.720336914, -122.31539917)",10,2017,"Pinehurst"
230870,1295201,2017371462,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 04:11:00 PM","10/05/2017 05:00:00 PM","10/06/2017 08:00:00 AM","75XX BLOCK OF MARY AV NW","J","J2","3000.3005",-122.375442505,47.68415451,"(47.68415451, -122.375442505)",10,2017,"Whittier Heights"
230871,1295202,2017909102,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 03:27:00 PM","09/19/2017 03:15:00 PM","10/06/2017 03:15:00 PM","8XX BLOCK OF NW 53 ST","B","B2","4700.2017",-122.367393494,47.667167664,"(47.667167664, -122.367393494)",10,2017,"West Woodland"
230872,1295203,2017909103,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","10/06/2017 04:44:00 PM","10/06/2017 04:35:00 PM","10/06/2017 04:35:00 PM","6XX BLOCK OF NE 55 ST","U","U1","4500.1001",-122.320960999,47.66860199,"(47.66860199, -122.320960999)",10,2017,"University District"
230873,1295204,2017909108,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 09:32:00 PM","10/05/2017 09:00:00 PM","10/06/2017 07:00:00 PM","9XX BLOCK OF N 49 ST","B","B3","5000.1009",-122.346694946,47.664295197,"(47.664295197, -122.346694946)",10,2017,"Wallingford"
230874,1295205,2017909121,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/07/2017 12:41:00 PM","10/07/2017 09:30:00 AM","10/07/2017 12:30:00 PM","23XX BLOCK OF N 46 ST","B","B3","5100.1002",-122.330749512,47.662620544,"(47.662620544, -122.330749512)",10,2017,"Wallingford"
230875,1295206,2017909122,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/07/2017 12:51:00 PM","10/01/2017 12:30:00 AM","10/01/2017 05:30:00 AM","85XX BLOCK OF 16 AV NW","J","J1","1600.3012",-122.377883911,47.691516876,"(47.691516876, -122.377883911)",10,2017,"Olympic Manor"
230876,1295207,2017909118,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/07/2017 12:12:00 PM","09/25/2017 12:00:00 PM","10/07/2017 09:00:00 AM","44XX BLOCK OF NE 65 ST","U","U3","3900.2018",-122.280204773,47.675788879,"(47.675788879, -122.280204773)",10,2017,"Bryant"
230877,1295208,2017368657,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/04/2017 09:01:00 AM","10/03/2017 04:00:00 PM","10/04/2017 08:10:00 AM","49XX BLOCK OF 51 AV S","R","R3","10200.4009",-122.269424438,47.557662964,"(47.557662964, -122.269424438)",10,2017,"Lakewood"
230878,1295209,2017371141,"5707",0,"TRESPASS","5700","TRESPASS","10/05/2017 11:52:00 PM","10/05/2017 11:52:00 PM","","44XX BLOCK OF GREEN LAKE WY N","B","B3","5000.3023",-122.347000122,47.660980225,"(47.660980225, -122.347000122)",10,2017,"Fremont"
230879,1295210,2017909110,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","10/06/2017 09:56:00 PM","10/05/2017 09:00:00 PM","10/06/2017 02:40:00 PM","11 AV NE / NE 42 ST","U","U2","5301.3006",-122.31665802,47.658351898,"(47.658351898, -122.31665802)",10,2017,"University District"
230880,1295211,2017909115,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/07/2017 09:26:00 AM","10/06/2017 12:00:00 AM","10/07/2017 09:15:00 AM","3XX BLOCK OF N 76 ST","J","J3","2800.1012",-122.353858948,47.684020996,"(47.684020996, -122.353858948)",10,2017,"Greenwood"
230881,1295212,2017373359,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/07/2017 02:02:00 PM","10/07/2017 01:20:00 PM","10/07/2017 02:00:00 PM","132XX BLOCK OF AURORA AV N","N","N2","600.1016",-122.344993591,47.725036621,"(47.725036621, -122.344993591)",10,2017,"Haller Lake"
230882,1295213,2017371384,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/06/2017 07:29:00 AM","10/06/2017 07:29:00 AM","","NE 103 ST / 1 AV NE","L","L2","1200.4013",-122.328529358,47.703178406,"(47.703178406, -122.328529358)",10,2017,"Northgate"
230883,1295214,2017371172,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/06/2017 12:43:00 AM","10/06/2017 12:43:00 AM","","103XX BLOCK OF AURORA AV N","N","N3","1300.2008",-122.344673157,47.703422546,"(47.703422546, -122.344673157)",10,2017,"Greenwood"
230884,1295215,2017371727,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/06/2017 06:14:00 PM","10/05/2017 09:00:00 PM","10/06/2017 04:00:00 AM","105XX BLOCK OF DAYTON AV N","N","N1","1400.2017",-122.352775574,47.705982208,"(47.705982208, -122.352775574)",10,2017,"Bitter Lake"
230885,1295216,2017370806,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","10/05/2017 06:11:00 PM","09/20/2017 03:00:00 PM","09/22/2017 03:00:00 PM","120XX BLOCK OF 40 AV NE","L","L3","800.1009",-122.28528595,47.716453552,"(47.716453552, -122.28528595)",10,2017,"Cedar Park"
230886,1295217,2017370856,"2316",0,"THEFT-MAIL","2300","MAIL THEFT","10/05/2017 08:57:00 PM","09/29/2017 11:00:00 AM","10/05/2017 07:00:00 PM","10XX BLOCK OF NE 94 ST","L","L2","2000.2013",-122.316215515,47.696735382,"(47.696735382, -122.316215515)",10,2017,"Maple Leaf"
230887,1295218,2017370875,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/05/2017 07:09:00 PM","10/04/2017 10:30:00 PM","10/05/2017 09:00:00 AM","20XX BLOCK OF NW 56 ST","B","B1","4700.4007",-122.383476257,47.669452667,"(47.669452667, -122.383476257)",10,2017,"Ballard"
230888,1295219,2017372036,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/06/2017 04:33:00 PM","10/05/2017 11:00:00 PM","10/06/2017 10:30:00 AM","130XX BLOCK OF LINDEN AV N","N","N2","401.1009",-122.347930908,47.725040436,"(47.725040436, -122.347930908)",10,2017,"Bitter Lake"
230889,1295220,2017372286,"5707",0,"TRESPASS","5700","TRESPASS","10/06/2017 06:53:00 PM","10/06/2017 06:53:00 PM","","11XX BLOCK OF N 92 ST","N","N3","1800.3005",-122.343231201,47.695625305,"(47.695625305, -122.343231201)",10,2017,"North College Park"
230890,1295221,2017372322,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/07/2017 12:06:00 AM","10/06/2017 05:00:00 PM","","12XX BLOCK OF N NORTHGATE WY","N","N3","1300.2000",-122.342666626,47.705047607,"(47.705047607, -122.342666626)",10,2017,"North College Park"
230891,1295222,2017374194,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/08/2017 05:51:00 AM","10/07/2017 04:00:00 PM","10/07/2017 10:00:00 PM","6 AV / BATTERY ST TN NB","D","D2","7200.2014",-122.343574524,47.61750412,"(47.61750412, -122.343574524)",10,2017,"Denny Triangle"
230892,1295223,2017372538,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/06/2017 09:32:00 PM","10/06/2017 07:15:00 PM","10/06/2017 09:30:00 PM","92XX BLOCK OF SPEAR PL S","S","S3","11700.1014",-122.274742126,47.520618439,"(47.520618439, -122.274742126)",10,2017,"Dunlap"
230893,1295224,2017374434,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/08/2017 11:38:00 AM","10/06/2017 05:00:00 PM","10/07/2017 11:10:00 AM","85XX BLOCK OF 9 AV NW","J","J1","1702.2009",-122.36832428,47.691356659,"(47.691356659, -122.36832428)",10,2017,"Crown Hill"
230894,1295225,2017374463,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/08/2017 12:15:00 PM","10/07/2017 11:00:00 PM","10/08/2017 10:00:00 AM","80XX BLOCK OF BEACON AV S","S","S1","11700.2003",-122.288124084,47.530380249,"(47.530380249, -122.288124084)",10,2017,"South Beacon Hill"
