"X","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year","Neighborhood"
225403,1291292,2017365660,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/01/2017 10:46:00 PM","10/01/2017 10:46:00 PM","","8XX BLOCK OF OCCIDENTAL AV S","K","K2","9300.2016",-122.333267212,47.596782684,"(47.596782684, -122.333267212)",10,2017,"Pioneer Square"
225405,1291294,2017366476,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/02/2017 03:04:00 PM","10/02/2017 01:26:00 PM","","84XX BLOCK OF SEAVIEW PL NW","J","J1","3100.5006",-122.401802063,47.689243317,"(47.689243317, -122.401802063)",10,2017,"Sunset Hill"
225410,1295065,2017371316,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/06/2017 05:52:00 AM","10/05/2017 08:00:00 PM","10/06/2017 05:15:00 AM","52XX BLOCK OF 44 AV SW","W","W2","10500.3000",-122.388427734,47.555217743,"(47.555217743, -122.388427734)",10,2017,"Seaview"
225411,1295066,2017373106,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/07/2017 09:40:00 AM","10/07/2017 09:40:00 AM","","51XX BLOCK OF 46 AV S","R","R3","10300.1014",-122.275367737,47.555667877,"(47.555667877, -122.275367737)",10,2017,"Columbia City"
225572,1290913,2017365637,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/01/2017 08:28:00 PM","10/01/2017 08:28:00 PM","","21 AV / E OLIVE ST","C","C3","7900.2000",-122.304847717,47.617111206,"(47.617111206, -122.304847717)",10,2017,"Central"
225573,1290914,2017365542,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","10/01/2017 09:09:00 PM","10/01/2017 06:54:00 PM","","4XX BLOCK OF PINE ST","M","M3","8100.2005",-122.33731842,47.611320496,"(47.611320496, -122.33731842)",10,2017,"Downtown"
225574,1290915,2017365182,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 12:51:00 PM","10/01/2017 12:51:00 PM","","9XX BLOCK OF 26 AV","C","C3","8800.1012",-122.298835754,47.610790253,"(47.610790253, -122.298835754)",10,2017,"Garfield"
225578,1290919,2017365309,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/01/2017 03:30:00 PM","10/01/2017 02:48:00 PM","","4XX BLOCK OF QUEEN ANNE AV N","Q","Q3","7100.2010",-122.3567276,47.622692108,"(47.622692108, -122.3567276)",10,2017,"Uptown"
225579,1290920,2017364867,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 06:22:00 AM","10/01/2017 05:47:00 AM","","90XX BLOCK OF 17 AV SW","F","F2","11402.2",-122.356460571,47.521949768,"(47.521949768, -122.356460571)",10,2017,"South Delridge"
225581,1290922,2017365394,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/01/2017 04:18:00 PM","09/25/2017 12:00:00 PM","10/01/2017 09:30:00 AM","92XX BLOCK OF 2 AV SW","F","F3","11300.1019",-122.336029053,47.520427704,"(47.520427704, -122.336029053)",10,2017,"Highland Park"
225582,1290923,2017365628,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","10/01/2017 08:13:00 PM","09/28/2017 11:01:00 AM","10/01/2017 07:59:00 PM","84XX BLOCK OF DELRIDGE WY SW","F","F2","11401.2000",-122.360466003,47.527385712,"(47.527385712, -122.360466003)",10,2017,"South Delridge"
225583,1290924,2017365816,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","10/02/2017 12:09:00 AM","10/02/2017 12:09:00 AM","","10 AV / E PIKE ST","E","E2","7500.4016",-122.319450378,47.614082336,"(47.614082336, -122.319450378)",10,2017,"Capitol Hill"
225584,1290925,2017908918,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 12:59:00 PM","10/01/2017 12:45:00 PM","10/01/2017 12:45:00 PM","SW TRENTON ST / 18 AV SW","F","F2","11401.3018",-122.357780457,47.524700165,"(47.524700165, -122.357780457)",10,2017,"South Delridge"
225586,1290927,2017365204,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 02:15:00 PM","10/01/2017 01:16:00 PM","","N 85 ST / STONE AV N","J","J3","1800.2014",-122.341300964,47.690536499,"(47.690536499, -122.341300964)",10,2017,"Green Lake"
225653,1291186,2017908922,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 03:30:00 PM","10/01/2017 12:00:00 AM","10/01/2017 05:00:00 AM","19XX BLOCK OF NOB HILL AV N","Q","Q2","6800.1016",-122.350746155,47.636135101,"(47.636135101, -122.350746155)",10,2017,"East Queen Anne"
225654,1291187,2017366266,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/02/2017 02:01:00 PM","10/02/2017 02:01:00 PM","","83XX BLOCK OF 15 AV NW","J","J2","3000.2004",-122.376800537,47.689666748,"(47.689666748, -122.376800537)",10,2017,"Whittier Heights"
225655,1291188,2017908927,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/01/2017 08:33:00 PM","09/27/2017 07:00:00 PM","09/27/2017 11:00:00 PM","11XX BLOCK OF N 84 ST","J","J3","2700.4004",-122.343170166,47.689826965,"(47.689826965, -122.343170166)",10,2017,"Green Lake"
225656,1291189,2017908931,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 10:12:00 PM","09/30/2017 06:00:00 PM","09/30/2017 11:00:00 PM","6 AV S / S ROYAL BROUGHAM WY","K","K3","9300.1036",-122.325973511,47.592391968,"(47.592391968, -122.325973511)",10,2017,"International District"
225657,1291190,2017365107,"5499",0,"TRAFFIC","5400","TRAFFIC","10/01/2017 01:07:00 PM","09/30/2017 11:15:00 PM","","5 AV / SPRING ST","K","K1","8100.2022",-122.332450867,47.607265472,"(47.607265472, -122.332450867)",10,2017,"Downtown"
225658,1291191,2017365952,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/02/2017 05:26:00 AM","10/02/2017 05:26:00 AM","","2XX BLOCK OF PIKE ST","M","M3","8100.2007",-122.338348389,47.609516144,"(47.609516144, -122.338348389)",10,2017,"Downtown"
225659,1291192,2017365947,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/02/2017 05:17:00 AM","10/02/2017 05:17:00 AM","10/02/2017 05:17:00 AM","79XX BLOCK OF ROOSEVELT WY NE","L","L2","2700.1014",-122.31754303,47.686378479,"(47.686378479, -122.31754303)",10,2017,"Maple Leaf"
225660,1291193,2017908929,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 09:58:00 PM","09/29/2017 11:00:00 PM","09/30/2017 07:00:00 AM","CALIFORNIA AV SW / SW JUNEAU ST","W","W2","10600.2004",-122.38709259,47.550300598,"(47.550300598, -122.38709259)",10,2017,"Seaview"
225661,1291194,2017366458,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/02/2017 01:10:00 PM","09/30/2017 07:00:00 PM","10/02/2017 12:00:00 PM","92XX BLOCK OF 2 AV SW","F","F3","11300.1019",-122.336029053,47.520427704,"(47.520427704, -122.336029053)",10,2017,"Highland Park"
225662,1291195,2017365622,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/01/2017 08:09:00 PM","10/01/2017 08:09:00 PM","","16XX BLOCK OF E MADISON ST","C","C1","7900.4001",-122.310661316,47.615379333,"(47.615379333, -122.310661316)",10,2017,"Central"
225663,1291196,2017908923,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 02:29:00 AM","09/30/2017 09:10:00 PM","09/30/2017 11:00:00 PM","19XX BLOCK OF OCCIDENTAL AV S","O","O1","9300.3017",-122.333267212,47.585041046,"(47.585041046, -122.333267212)",10,2017,"Industrial District"
225716,1290588,2017365208,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 01:16:00 PM","10/01/2017 12:30:00 PM","","7XX BLOCK OF MINOR AV","E","E3","8500.2001",-122.322395325,47.608016968,"(47.608016968, -122.322395325)",10,2017,"First Hill"
225717,1290589,2017365095,"1205",0,"ROBBERY-STREET-WEAPON","1200","ROBBERY","10/01/2017 11:32:00 AM","10/01/2017 11:32:00 AM","","14XX BLOCK OF NE 43 ST","U","U2","5301.3009",-122.312599182,47.659790039,"(47.659790039, -122.312599182)",10,2017,"University District"
225718,1290590,2017364689,"1304",0,"ASSLT-AGG-GUN","1300","ASSAULT","10/01/2017 01:07:00 AM","10/01/2017 01:07:00 AM","10/01/2017 01:07:00 AM","10XX BLOCK OF S DONOVAN ST","F","F3","11200.3014",-122.318946838,47.525604248,"(47.525604248, -122.318946838)",10,2017,"South Park"
225823,1290394,2017364591,"5707",0,"TRESPASS","5700","TRESPASS","10/01/2017 02:11:00 AM","09/30/2017 11:02:00 PM","","19XX BLOCK OF FERRY AV SW","W","W1","9600.2000",-122.385643005,47.586448669,"(47.586448669, -122.385643005)",10,2017,"Admiral"
225826,1290621,2017365637,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/01/2017 08:28:00 PM","10/01/2017 08:28:00 PM","","21 AV / E OLIVE ST","C","C3","7900.2000",-122.304847717,47.617111206,"(47.617111206, -122.304847717)",10,2017,"Central"
225827,1290622,2017365393,"5707",0,"TRESPASS","5700","TRESPASS","10/01/2017 04:15:00 PM","10/01/2017 04:15:00 PM","","14XX BLOCK OF E REPUBLICAN ST","C","C1","7500.1004",-122.31313324,47.623104095,"(47.623104095, -122.31313324)",10,2017,"Capitol Hill"
225828,1290623,2017365009,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/01/2017 09:33:00 AM","09/30/2017 09:00:00 PM","10/01/2017 09:00:00 AM","75XX BLOCK OF 14 AV NE","U","U1","2600.4016",-122.313186646,47.68396759,"(47.68396759, -122.313186646)",10,2017,"Roosevelt"
225829,1290624,2017365468,"2404",7,"VEH-THEFT-TRAILER","2400","VEHICLE THEFT","10/01/2017 05:08:00 PM","09/29/2017 09:00:00 PM","09/30/2017 09:00:00 AM","44 AV SW / SW JUNEAU ST","W","W2","10600.6006",-122.388572693,47.550319672,"(47.550319672, -122.388572693)",10,2017,"Seaview"
225831,1290626,2017365473,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 02:00:00 PM","10/01/2017 02:00:00 PM","","14XX BLOCK OF 12 AV","E","E2","7500.4008",-122.31678772,47.613494873,"(47.613494873, -122.31678772)",10,2017,"Capitol Hill"
225832,1290627,2017365206,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 01:32:00 PM","10/01/2017 12:30:00 PM","","22XX BLOCK OF 5 AV","D","D2","7200.1054",-122.342422485,47.615650177,"(47.615650177, -122.342422485)",10,2017,"Denny Triangle"
225834,1290629,2017364746,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/01/2017 02:13:00 AM","10/01/2017 02:13:00 AM","","73XX BLOCK OF DELRIDGE WY SW","F","F1","10701.1018",-122.361183167,47.537265778,"(47.537265778, -122.361183167)",10,2017,"South Delridge"
225836,1290631,2017363865,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/01/2017 08:40:00 AM","09/30/2017 10:51:00 AM","09/30/2017 11:07:00 AM","14XX BLOCK OF 2 AV","M","M1","8100.3003",-122.338447571,47.608787537,"(47.608787537, -122.338447571)",10,2017,"Downtown"
225967,1290455,2017364867,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 06:22:00 AM","10/01/2017 05:47:00 AM","","90XX BLOCK OF 17 AV SW","F","F2","11402.2",-122.356460571,47.521949768,"(47.521949768, -122.356460571)",10,2017,"South Delridge"
225968,1290456,2017364838,"1206",0,"ROBBERY-STREET-BODYFORCE","1200","ROBBERY","10/01/2017 04:56:00 AM","10/01/2017 04:56:00 AM","","MARTIN LUTHER KING JR WY S / S HORTON ST","R","R2","10001.1016",-122.296875,47.5740242,"(47.5740242, -122.296875)",10,2017,"Columbia City"
225972,1290688,2017365393,"5707",0,"TRESPASS","5700","TRESPASS","10/01/2017 04:15:00 PM","10/01/2017 04:15:00 PM","","14XX BLOCK OF E REPUBLICAN ST","C","C1","7500.1004",-122.31313324,47.623104095,"(47.623104095, -122.31313324)",10,2017,"Capitol Hill"
225975,1290691,2017365208,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 01:16:00 PM","10/01/2017 12:30:00 PM","","7XX BLOCK OF MINOR AV","E","E3","8500.2001",-122.322395325,47.608016968,"(47.608016968, -122.322395325)",10,2017,"First Hill"
225977,1290693,2017365283,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/01/2017 02:33:00 PM","10/01/2017 10:30:00 AM","10/01/2017 02:20:00 PM","47XX BLOCK OF 12 AV NE","U","U2","5301.2004",-122.315254211,47.664012909,"(47.664012909, -122.315254211)",10,2017,"University District"
225978,1290694,2017365681,"5707",0,"TRESPASS","5700","TRESPASS","10/01/2017 09:17:00 PM","10/01/2017 09:17:00 PM","","5XX BLOCK OF 3 AV","K","K2","8100.2043",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",10,2017,"Downtown"
225979,1290695,2017365331,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 07:09:00 PM","09/30/2017 04:00:00 PM","10/01/2017 07:15:00 AM","51XX BLOCK OF S HOLLY ST","R","R3","11102.2009",-122.268531799,47.542484283,"(47.542484283, -122.268531799)",10,2017,"Seward Park"
225980,1290696,2017365590,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 07:42:00 PM","10/01/2017 07:42:00 PM","","7XX BLOCK OF 1 AV","K","K1","8100.1034",-122.334609985,47.602912903,"(47.602912903, -122.334609985)",10,2017,"Downtown"
225982,1290698,2017365704,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","10/01/2017 09:52:00 PM","10/01/2017 09:52:00 PM","","N 105 ST / AURORA AV N","N","N3","1300.2007",-122.344696045,47.705047607,"(47.705047607, -122.344696045)",10,2017,"Greenwood"
225989,1290591,2017365460,"1306",0,"ASSLT-AGG-BODYFORCE","1300","ASSAULT","10/01/2017 05:24:00 PM","10/01/2017 05:24:00 PM","","4 AV / PIKE ST","M","M3","8100.2010",-122.336685181,47.610214233,"(47.610214233, -122.336685181)",10,2017,"Downtown"
225990,1290592,2017908918,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 12:59:00 PM","10/01/2017 12:45:00 PM","10/01/2017 12:45:00 PM","SW TRENTON ST / 18 AV SW","F","F2","11401.3018",-122.357780457,47.524700165,"(47.524700165, -122.357780457)",10,2017,"South Delridge"
225991,1290593,2017908915,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/01/2017 09:37:00 AM","09/29/2017 09:30:00 AM","09/30/2017 09:30:00 AM","47XX BLOCK OF 21 AV NE","U","U1","4302.1007",-122.305450439,47.663993835,"(47.663993835, -122.305450439)",10,2017,"University District"
225994,1290596,2017908912,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 08:34:00 AM","09/30/2017 08:30:00 PM","10/01/2017 08:15:00 AM","19XX BLOCK OF BIGELOW AV N","Q","Q2","6700.4014",-122.348419189,47.636131287,"(47.636131287, -122.348419189)",10,2017,"East Queen Anne"
225996,1290598,2017908917,"X",48,"PROPERTY LOST","X","LOST PROPERTY","10/01/2017 11:39:00 AM","09/30/2017 09:30:00 PM","09/30/2017 10:00:00 PM","3XX BLOCK OF HARRISON ST","Q","Q3","7100.2001",-122.350852966,47.622085571,"(47.622085571, -122.350852966)",10,2017,"Uptown"
225997,1290599,2017908913,"X",48,"PROPERTY LOST","X","LOST PROPERTY","10/01/2017 08:38:00 AM","09/30/2017 07:00:00 PM","09/30/2017 11:00:00 PM","12XX BLOCK OF 1 AV S","K","K2","9300.2030",-122.334197998,47.59135437,"(47.59135437, -122.334197998)",10,2017,"Industrial District"
225998,1290600,2017908914,"X",48,"PROPERTY LOST","X","LOST PROPERTY","10/01/2017 09:03:00 AM","09/09/2017 09:30:00 AM","09/09/2017 09:35:00 AM","22XX BLOCK OF ALASKAN WY","D","D1","8001.3032",-122.348258972,47.611141205,"(47.611141205, -122.348258972)",10,2017,"Waterfront"
226062,1291361,2017366266,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/02/2017 02:01:00 PM","10/02/2017 02:01:00 PM","","83XX BLOCK OF 15 AV NW","J","J2","3000.2004",-122.376800537,47.689666748,"(47.689666748, -122.376800537)",10,2017,"Whittier Heights"
226063,1291362,2017365153,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/01/2017 01:02:00 PM","09/29/2017 03:00:00 PM","09/30/2017 09:50:00 AM","XX BLOCK OF S MAIN ST","K","K2","9200.2021",-122.334823608,47.60004425,"(47.60004425, -122.334823608)",10,2017,"Pioneer Square"
226064,1291363,2017365231,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/01/2017 05:20:00 PM","09/23/2017 05:00:00 PM","10/01/2017 12:00:00 PM","141XX BLOCK OF LINDEN AV N","N","N2","401.1006",-122.347770691,47.731678009,"(47.731678009, -122.347770691)",10,2017,"Bitter Lake"
226065,1291364,2017367147,"5707",0,"TRESPASS","5700","TRESPASS","10/02/2017 11:49:00 PM","10/02/2017 11:49:00 PM","","90XX BLOCK OF SEWARD PARK AV S","S","S3","11800.6018",-122.26449585,47.522407532,"(47.522407532, -122.26449585)",10,2017,"Dunlap"
226066,1291365,2017367228,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/03/2017 03:46:00 AM","10/03/2017 03:46:00 AM","","38XX BLOCK OF AURORA AV N","B","B2","4900.2007",-122.347320557,47.653450012,"(47.653450012, -122.347320557)",10,2017,"Fremont"
226067,1291366,2017365062,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 08:37:00 PM","08/30/2017 09:30:00 PM","10/01/2017 07:00:00 AM","19XX BLOCK OF BIGELOW AV N","Q","Q2","6700.4015",-122.348419189,47.636131287,"(47.636131287, -122.348419189)",10,2017,"East Queen Anne"
226068,1291367,2017365148,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/01/2017 12:28:00 PM","10/01/2017 12:28:00 PM","","22XX BLOCK OF WESTLAKE AV","D","D2","7300.3020",-122.338439941,47.618244171,"(47.618244171, -122.338439941)",10,2017,"Denny Triangle"
226069,1291368,2017365335,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/02/2017 11:53:00 AM","10/01/2017 03:12:00 PM","","NE NORTHGATE WY / ROOSEVELT WY NE","L","L1","1200.2000",-122.317855835,47.708560944,"(47.708560944, -122.317855835)",10,2017,"Northgate"
226070,1291369,2017365747,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 10:42:00 PM","10/01/2017 05:15:00 PM","10/01/2017 08:30:00 PM","4XX BLOCK OF 4 AV","K","K3","8100.2046",-122.329193115,47.602039337,"(47.602039337, -122.329193115)",10,2017,"Downtown"
226071,1291370,2017367215,"5707",0,"TRESPASS","5700","TRESPASS","10/03/2017 03:17:00 AM","10/03/2017 01:54:00 AM","","5XX BLOCK OF 3 AV","K","K2","8100.2043",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",10,2017,"Downtown"
226072,1291371,2017367227,"3542",1,"NARC-POSSESS-METH","3500","NARCOTICS","10/03/2017 02:32:00 AM","10/02/2017 11:30:00 PM","10/03/2017 02:32:00 AM","5XX BLOCK OF 5 AV","K","K1","8500.3006",-122.328857422,47.603340149,"(47.603340149, -122.328857422)",10,2017,"Downtown"
226082,1291812,2017367279,"5404",0,"DUI-LIQUOR","5400","DUI","10/03/2017 04:50:00 AM","10/03/2017 04:50:00 AM","","41XX BLOCK OF BEACON AV S","R","R1","10001.2000",-122.306472778,47.566432953,"(47.566432953, -122.306472778)",10,2017,"North Beacon Hill"
226204,1291343,2017365299,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 02:47:00 PM","09/30/2017 12:00:00 AM","09/30/2017 11:59:00 PM","47XX BLOCK OF BROOKLYN AV NE","U","U2","5301.2002",-122.314224243,47.66400528,"(47.66400528, -122.314224243)",10,2017,"University District"
226205,1291344,2017367077,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/03/2017 12:10:00 AM","10/02/2017 10:05:00 PM","","7XX BLOCK OF 1 AV","K","K1","8100.1034",-122.334609985,47.602912903,"(47.602912903, -122.334609985)",10,2017,"Downtown"
226206,1291345,2017367003,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/02/2017 08:43:00 PM","10/01/2017 10:00:00 PM","10/02/2017 03:00:00 PM","7XX BLOCK OF N 85 ST","J","J3","2800.4001",-122.348556519,47.690574646,"(47.690574646, -122.348556519)",10,2017,"Greenwood"
226207,1291346,2017367104,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/02/2017 10:40:00 PM","10/02/2017 06:00:00 AM","","17XX BLOCK OF SUMMIT AV","E","E1","7402.2004",-122.325553894,47.617038727,"(47.617038727, -122.325553894)",10,2017,"Capitol Hill"
226208,1291347,2017367122,"5707",0,"TRESPASS","5700","TRESPASS","10/02/2017 11:59:00 PM","10/02/2017 11:21:00 PM","","10XX BLOCK OF 8 AV","E","E3","8200.2006",-122.328796387,47.60830307,"(47.60830307, -122.328796387)",10,2017,"First Hill"
226209,1291348,2017367124,"5707",0,"TRESPASS","5700","TRESPASS","10/02/2017 11:22:00 PM","10/02/2017 11:22:00 PM","","6XX BLOCK OF 4 AV","K","K1","8100.2027",-122.330627441,47.603591919,"(47.603591919, -122.330627441)",10,2017,"Downtown"
226210,1291349,2017367132,"3512",0,"NARC-POSSESS-HEROIN","3500","NARCOTICS","10/02/2017 11:33:00 PM","10/02/2017 11:33:00 PM","","4XX BLOCK OF HARVARD AV E","E","E1","7401.2005",-122.322013855,47.622562408,"(47.622562408, -122.322013855)",10,2017,"Capitol Hill"
226211,1291350,2017366937,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/02/2017 07:21:00 PM","10/02/2017 07:21:00 PM","","6XX BLOCK OF 5 AV S","K","K3","9100.2009",-122.327682495,47.596656799,"(47.596656799, -122.327682495)",10,2017,"International District"
226255,1290447,2017364931,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/01/2017 07:40:00 AM","10/01/2017 07:40:00 AM","","3XX BLOCK OF 9 AV","G","G1","8500.3001",-122.323440552,47.604129791,"(47.604129791, -122.323440552)",10,2017,"First Hill"
226256,1290448,2017364689,"1304",0,"ASSLT-AGG-GUN","1300","ASSAULT","10/01/2017 01:07:00 AM","10/01/2017 01:07:00 AM","10/01/2017 01:07:00 AM","10XX BLOCK OF S DONOVAN ST","F","F3","11200.3014",-122.318946838,47.525604248,"(47.525604248, -122.318946838)",10,2017,"South Park"
226257,1290449,2017364842,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/01/2017 12:09:00 AM","10/01/2017 12:08:00 AM","","42XX BLOCK OF SW ADMIRAL WY","W","W1","9800.1020",-122.385856628,47.581192017,"(47.581192017, -122.385856628)",10,2017,"Admiral"
226261,1290676,2017365059,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 10:40:00 AM","09/30/2017 03:00:00 PM","10/01/2017 09:00:00 AM","4 AV / CHERRY ST","K","K1","8100.2041",-122.330955505,47.603946686,"(47.603946686, -122.330955505)",10,2017,"Downtown"
226262,1290677,2017365137,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","10/01/2017 12:10:00 PM","09/27/2017 06:00:00 PM","09/28/2017 10:00:00 AM","16XX BLOCK OF 1 AV N","Q","Q2","6800.1028",-122.355644226,47.633773804,"(47.633773804, -122.355644226)",10,2017,"East Queen Anne"
226263,1290678,2017365182,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 12:51:00 PM","10/01/2017 12:51:00 PM","","9XX BLOCK OF 26 AV","C","C3","8800.1012",-122.298835754,47.610790253,"(47.610790253, -122.298835754)",10,2017,"Garfield"
226264,1290679,2017365269,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/01/2017 02:19:00 PM","10/01/2017 02:19:00 PM","","36XX BLOCK OF E MARGINAL WY S","O","O2","9300.3129",-122.339691162,47.570304871,"(47.570304871, -122.339691162)",10,2017,"Industrial District"
226265,1290680,2017365057,"5707",0,"TRESPASS","5700","TRESPASS","10/01/2017 10:40:00 AM","10/01/2017 10:40:00 AM","","16XX BLOCK OF BROADWAY","E","E2","7500.5010",-122.320808411,47.615818024,"(47.615818024, -122.320808411)",10,2017,"Capitol Hill"
226266,1290681,2017365107,"5499",0,"TRAFFIC","5400","TRAFFIC","10/01/2017 01:07:00 PM","09/30/2017 11:15:00 PM","","5 AV / SPRING ST","K","K1","8100.2022",-122.332450867,47.607265472,"(47.607265472, -122.332450867)",10,2017,"Downtown"
226267,1290682,2017365174,"2301",0,"THEFT-PKPOCKET","2300","PICKPOCKET","10/01/2017 12:54:00 PM","10/01/2017 12:01:00 AM","10/01/2017 01:30:00 AM","15XX BLOCK OF BROADWAY","E","E2","8400.1007",-122.320793152,47.614654541,"(47.614654541, -122.320793152)",10,2017,"Capitol Hill"
226268,1290683,2017365641,"1306",0,"ASSLT-AGG-BODYFORCE","1300","ASSAULT","10/01/2017 08:33:00 PM","10/01/2017 08:28:00 PM","","7XX BLOCK OF MINOR AV","E","E3","8500.2001",-122.322395325,47.608016968,"(47.608016968, -122.322395325)",10,2017,"First Hill"
226269,1290684,2017365190,"5309",0,"HARASSMENT","5300","THREATS","10/01/2017 03:57:00 PM","09/09/2017 08:00:00 AM","09/26/2017 06:00:00 PM","35XX BLOCK OF SW ROXBURY ST","W","W3","11600.4016",-122.377548218,47.517486572,"(47.517486572, -122.377548218)",10,2017,"Arbor Heights"
226295,1290389,2017364674,"4899",0,"OBSTRUCT","4800","OBSTRUCT","10/01/2017 12:50:00 AM","10/01/2017 12:50:00 AM","","14XX BLOCK OF BROADWAY","E","E2","8400.1008",-122.320770264,47.613517761,"(47.613517761, -122.320770264)",10,2017,"First Hill"
226299,1290642,2017365542,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","10/01/2017 09:09:00 PM","10/01/2017 06:54:00 PM","","4XX BLOCK OF PINE ST","M","M3","8100.2005",-122.33731842,47.611320496,"(47.611320496, -122.33731842)",10,2017,"Downtown"
226304,1290647,2017365360,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/01/2017 03:44:00 PM","10/01/2017 03:44:00 PM","","UTAH AV S / S HOLGATE ST","O","O1","9300.2058",-122.335121155,47.586105347,"(47.586105347, -122.335121155)",10,2017,"Industrial District"
226305,1290648,2017365405,"5404",0,"DUI-LIQUOR","5400","DUI","10/01/2017 04:33:00 PM","10/01/2017 04:33:00 PM","","UTAH AV S / S MASSACHUSETTS ST","O","O1","9300.2058",-122.335121155,47.588226318,"(47.588226318, -122.335121155)",10,2017,"Industrial District"
